priority_rank,word,url,candidate_pool,BD_IMPRESSIONS,BD_CLICKS,BD_CTR,BD_POSITION,tier,tier_score,migration_class,static_legacy_status,confidence,source_completeness_score,source_fields_present,BD_RELEVANT_QUERY_IMPRESSIONS,GLOBAL_CONTEXT_IMPRESSIONS,priority_score,reason,proposed_action
291,carolina,https://ovidhan.net/word/carolina.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
292,carried,https://ovidhan.net/word/carried.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
293,carrier,https://ovidhan.net/word/carrier.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
294,carry,https://ovidhan.net/word/carry.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
295,carrying,https://ovidhan.net/word/carrying.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
296,cars,https://ovidhan.net/word/cars.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
297,cart,https://ovidhan.net/word/cart.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
298,cartoon,https://ovidhan.net/word/cartoon.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
299,cartoons,https://ovidhan.net/word/cartoons.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
300,cartridge,https://ovidhan.net/word/cartridge.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
301,case,https://ovidhan.net/word/case.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
302,cases,https://ovidhan.net/word/cases.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
303,cash,https://ovidhan.net/word/cash.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
304,casino,https://ovidhan.net/word/casino.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
305,casinos,https://ovidhan.net/word/casinos.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
306,cast,https://ovidhan.net/word/cast.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
307,castle,https://ovidhan.net/word/castle.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
308,casual,https://ovidhan.net/word/casual.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
309,cat,https://ovidhan.net/word/cat.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
310,catalog,https://ovidhan.net/word/catalog.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
311,catalogue,https://ovidhan.net/word/catalogue.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
312,catch,https://ovidhan.net/word/catch.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
313,categories,https://ovidhan.net/word/categories.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
314,category,https://ovidhan.net/word/category.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
315,catering,https://ovidhan.net/word/catering.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
316,catholic,https://ovidhan.net/word/catholic.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
317,cats,https://ovidhan.net/word/cats.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
318,caught,https://ovidhan.net/word/caught.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
319,cause,https://ovidhan.net/word/cause.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
320,caused,https://ovidhan.net/word/caused.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
321,causes,https://ovidhan.net/word/causes.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
322,cd,https://ovidhan.net/word/cd.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
323,cds,https://ovidhan.net/word/cds.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
324,celebrity,https://ovidhan.net/word/celebrity.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
325,cell,https://ovidhan.net/word/cell.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
326,cells,https://ovidhan.net/word/cells.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
327,cellular,https://ovidhan.net/word/cellular.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
328,census,https://ovidhan.net/word/census.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
329,cent,https://ovidhan.net/word/cent.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
330,center,https://ovidhan.net/word/center.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
331,centers,https://ovidhan.net/word/centers.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
332,central,https://ovidhan.net/word/central.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
333,centre,https://ovidhan.net/word/centre.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
334,centres,https://ovidhan.net/word/centres.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
335,century,https://ovidhan.net/word/century.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
336,ceo,https://ovidhan.net/word/ceo.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
337,certain,https://ovidhan.net/word/certain.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
338,certainly,https://ovidhan.net/word/certainly.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
339,certificate,https://ovidhan.net/word/certificate.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
340,certificates,https://ovidhan.net/word/certificates.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
341,certification,https://ovidhan.net/word/certification.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
342,certified,https://ovidhan.net/word/certified.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
343,chain,https://ovidhan.net/word/chain.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
344,chair,https://ovidhan.net/word/chair.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
345,chairman,https://ovidhan.net/word/chairman.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
346,chairs,https://ovidhan.net/word/chairs.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
347,challenge,https://ovidhan.net/word/challenge.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
348,challenges,https://ovidhan.net/word/challenges.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
349,chamber,https://ovidhan.net/word/chamber.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
350,champion,https://ovidhan.net/word/champion.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
351,championship,https://ovidhan.net/word/championship.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
352,chance,https://ovidhan.net/word/chance.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
353,change,https://ovidhan.net/word/change.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
354,changed,https://ovidhan.net/word/changed.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
355,changes,https://ovidhan.net/word/changes.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
356,changing,https://ovidhan.net/word/changing.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
357,channel,https://ovidhan.net/word/channel.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
358,channels,https://ovidhan.net/word/channels.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
359,chapter,https://ovidhan.net/word/chapter.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
360,char,https://ovidhan.net/word/char.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
361,character,https://ovidhan.net/word/character.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
362,characteristics,https://ovidhan.net/word/characteristics.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
363,characters,https://ovidhan.net/word/characters.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
364,charge,https://ovidhan.net/word/charge.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
365,charged,https://ovidhan.net/word/charged.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
366,charger,https://ovidhan.net/word/charger.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
367,charges,https://ovidhan.net/word/charges.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
368,charity,https://ovidhan.net/word/charity.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
369,charles,https://ovidhan.net/word/charles.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
370,charlotte,https://ovidhan.net/word/charlotte.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
371,chart,https://ovidhan.net/word/chart.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
372,charter,https://ovidhan.net/word/charter.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
373,charts,https://ovidhan.net/word/charts.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
374,chat,https://ovidhan.net/word/chat.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
375,cheap,https://ovidhan.net/word/cheap.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
376,cheats,https://ovidhan.net/word/cheats.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
377,check,https://ovidhan.net/word/check.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
378,checked,https://ovidhan.net/word/checked.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
379,checking,https://ovidhan.net/word/checking.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
380,checkout,https://ovidhan.net/word/checkout.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
381,checks,https://ovidhan.net/word/checks.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
382,cheese,https://ovidhan.net/word/cheese.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
383,chemical,https://ovidhan.net/word/chemical.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
384,chemicals,https://ovidhan.net/word/chemicals.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
385,chemistry,https://ovidhan.net/word/chemistry.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
386,chest,https://ovidhan.net/word/chest.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
387,chicago,https://ovidhan.net/word/chicago.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
