query,category,recurring_template,BD_CLICKS,BD_IMPRESSIONS,BD_CTR,BD_POSITION,metric_scope
excalibur,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,77.0,BANGLADESH-FILTERED GSC
parasol,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,77.0,BANGLADESH-FILTERED GSC
sexist meaning in bengali,ENGLISH_TO_BANGLA_WORD_MEANING,<word> meaning in bengali,0,1,0.0,77.0,BANGLADESH-FILTERED GSC
tension,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,77.0,BANGLADESH-FILTERED GSC
crunch,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,78.0,BANGLADESH-FILTERED GSC
purchaser's,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,78.0,BANGLADESH-FILTERED GSC
স্যার এর বাংলা অর্থ কি,ENGLISH_TO_BANGLA_WORD_MEANING,OTHER,0,1,0.0,78.0,BANGLADESH-FILTERED GSC
proprietor meaning in bengali,ENGLISH_TO_BANGLA_WORD_MEANING,<word> meaning in bengali,0,1,0.0,79.0,BANGLADESH-FILTERED GSC
trims meaning in bengali,ENGLISH_TO_BANGLA_WORD_MEANING,<word> meaning in bengali,0,1,0.0,80.0,BANGLADESH-FILTERED GSC
parasols,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,81.0,BANGLADESH-FILTERED GSC
store room,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,81.0,BANGLADESH-FILTERED GSC
symphony meaning in bengali,ENGLISH_TO_BANGLA_WORD_MEANING,<word> meaning in bengali,0,1,0.0,81.0,BANGLADESH-FILTERED GSC
slacking,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,82.0,BANGLADESH-FILTERED GSC
tention or tension,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,82.0,BANGLADESH-FILTERED GSC
প্রত্যাহার করা,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,82.0,BANGLADESH-FILTERED GSC
lash,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,83.0,BANGLADESH-FILTERED GSC
propagating,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,83.0,BANGLADESH-FILTERED GSC
saturday dictionary,OTHER_ENGLISH_LEARNING,OTHER,0,1,0.0,83.0,BANGLADESH-FILTERED GSC
mfa,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,84.0,BANGLADESH-FILTERED GSC
layers,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,85.0,BANGLADESH-FILTERED GSC
psyche meaning,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,85.0,BANGLADESH-FILTERED GSC
vet,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,85.0,BANGLADESH-FILTERED GSC
auto renewal meaning in bengali,ENGLISH_TO_BANGLA_WORD_MEANING,<word> meaning in bengali,0,1,0.0,86.0,BANGLADESH-FILTERED GSC
merc,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,86.0,BANGLADESH-FILTERED GSC
tansan in english to bengali,ENGLISH_TO_BANGLA_DICTIONARY,OTHER,0,1,0.0,86.0,BANGLADESH-FILTERED GSC
tons,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,86.0,BANGLADESH-FILTERED GSC
abdominal meaning,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,87.0,BANGLADESH-FILTERED GSC
maids,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,87.0,BANGLADESH-FILTERED GSC
parked meaning in bengali,ENGLISH_TO_BANGLA_WORD_MEANING,<word> meaning in bengali,0,1,0.0,87.0,BANGLADESH-FILTERED GSC
payoff,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,87.0,BANGLADESH-FILTERED GSC
reelife tablet bangla,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,87.0,BANGLADESH-FILTERED GSC
roommate,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,87.0,BANGLADESH-FILTERED GSC
shay meaning in bengali,ENGLISH_TO_BANGLA_WORD_MEANING,<word> meaning in bengali,0,1,0.0,87.0,BANGLADESH-FILTERED GSC
stub meaning in bengali,ENGLISH_TO_BANGLA_WORD_MEANING,<word> meaning in bengali,0,1,0.0,90.0,BANGLADESH-FILTERED GSC
sanguine,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,92.0,BANGLADESH-FILTERED GSC
অফসেট কি,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,92.0,BANGLADESH-FILTERED GSC
expats,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,94.0,BANGLADESH-FILTERED GSC
heparin name,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,95.0,BANGLADESH-FILTERED GSC
pallet,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,95.0,BANGLADESH-FILTERED GSC
substation,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,95.0,BANGLADESH-FILTERED GSC
leukemia meaning in bengali,ENGLISH_TO_BANGLA_WORD_MEANING,<word> meaning in bengali,0,1,0.0,96.0,BANGLADESH-FILTERED GSC
subsidies,UNRELATED_OR_AMBIGUOUS,OTHER,0,1,0.0,99.0,BANGLADESH-FILTERED GSC
shuddered meaning in bengali,ENGLISH_TO_BANGLA_WORD_MEANING,<word> meaning in bengali,0,1,0.0,100.0,BANGLADESH-FILTERED GSC
